t,theta,u
5.3500000000000005,-0.00025879162259828713,-0.017928340383236253
5.36,-0.00013882840655872345,-0.019997328152460137
5.37,-2.1118797916174712e-05,-0.022003086674413697
5.38,9.425431139209854e-05,-0.0239447011549052
5.39,0.00020721223304412552,-0.025821344923879316
5.4,0.0003176804836832402,-0.027632278568375874
5.41,0.0004255887816661336,-0.029376848987934693
5.42,0.0005308710393047267,-0.031054488375028822
5.43,0.0006334653507006315,-0.03266471312313818
5.44,0.0007333139752737803,-0.034207122665102035
5.45,0.0008303633170894563,-0.035681398244411806
5.46,0.0009245639000904347,-0.037087301622124993
5.47,0.0010158703393432654,-0.038424673722097825
5.48,0.001104241308409875,-0.039693433217246776
5.49,0.0011896395029576557,-0.04089357505955912
5.5,0.0012720316007230304,-0.042025168956579574
5.51,0.0013513882179451487,-0.043088357797103224
5.5200000000000005,0.001427683862387866,-0.04408335602880594
5.53,0.001500896883069507,-0.04501044799054046
5.54,0.0015710094168210965,-0.04586998620202164
5.55,0.0016380073317947747,-0.046662389613615546
5.5600000000000005,0.001701880168044993,-0.047388141818936455
5.57,0.0017626210753058085,-0.04804778923294173
5.58,0.0018202267480881818,-0.04864193923819844
5.59,0.0018746973582216102,-0.0491712583019767
5.6000000000000005,0.0019260364849647154,-0.04963647006680281
5.61,0.001974251042809556,-0.050038353417081724
5.62,0.0020193512071044386,-0.050377740524372105
5.63,0.00206135033761988,-0.05065551487386827
5.64,0.0021002649001821043,-0.05087260927461336
5.65,0.0021361143864980724,-0.05103000385593421
5.66,0.0021689212322955256,-0.05112872405255407
5.67,0.002198710733900878,-0.05116983858080247
5.68,0.002225510963377032,-0.05115445740830236
5.69,0.002249352682342313,-0.05108372971947413
5.7,0.002270269254590719,-0.050958841879153956
5.71,0.0022882965576325872,-0.05078101539657991
5.72,0.002303472893273551,-0.05055150489195333
5.73,0.0023158388973483573,-0.05027159606773633
5.74,0.002325437448724691,-0.04994260368679777
5.75,0.002332313577690644,-0.04956586955946983
5.76,0.0023365143738378487,-0.04914276054152707
5.7700000000000005,0.0023380888935506153,-0.048674666545046756
5.78,0.002337088067209612,-0.0481629985640566
5.79,0.0023335646062167766,-0.047609186716821565
5.8,0.0023275729099461913,-0.04701467830656604
5.8100000000000005,0.002319168972723648,-0.04638093590237181
5.82,0.002308410290935525,-0.045709435441935405
5.83,0.0022953557703654505,-0.045001664357810604
5.84,0.0022800656338550023,-0.0442591197287041
5.8500000000000005,0.0022626013293824123,-0.04348330645733356
5.86,0.002243025438650901,-0.04267573547629793
5.87,0.0022214015862758838,-0.04183792198335037
5.88,0.002197794349657848,-0.040971383707404774
5.89,0.0021722691696252085,-0.04007763920654598
5.9,0.002144892261928929,-0.03915820619925421
5.91,0.002115730529668126,-0.03821459992999329
5.92,0.002084851476723276,-0.037248331570252126
5.93,0.0020523231222710054,-0.03626090665606859
5.94,0.0020182139164517934,-0.035253823563004126
5.95,0.001982592657259229,-0.03422857201947775
5.96,0.0019455284087167557,-0.033186631659308186
5.97,0.001907090420405123,-0.03212947061425265
5.98,0.0018673480484010163,-0.03105854414727197
5.99,0.0018263706776845997,-0.029975293327192887
